 inst#     actual  predicted error distribution (ID)
   570        2:1        2:1       0.1,*0.7,0.2 (8229)
   571        2:1        2:1       0.1,*0.8,0.1 (1663)
   572        2:1        2:1       0.1,*0.8,0.1 (11526)
   573        2:1        2:1       0,*1,0 (5638)
   574        2:1        1:2   +   *0.5,0.5,0 (18634)
   575        2:1        2:1       0.2,*0.8,0 (15278)
   576        2:1        2:1       0,*1,0 (13351)
   577        2:1        2:1       0.1,*0.6,0.3 (739)
   578        2:1        2:1       0,*1,0 (14686)
   579        2:1        2:1       0,*1,0 (15957)
   580        2:1        2:1       0,*1,0 (4660)
   581        2:1        2:1       0.2,*0.6,0.2 (13853)
   582        2:1        2:1       0.2,*0.6,0.2 (3237)
   583        2:1        2:1       0,*0.9,0.1 (606)
   584        2:1        2:1       0,*0.7,0.3 (18764)
   585        2:1        2:1       0.2,*0.8,0 (1604)
   586        2:1        2:1       0.1,*0.8,0.1 (18980)
   587        2:1        2:1       0,*1,0 (13778)
   588        2:1        2:1       0,*1,0 (10353)
   589        2:1        2:1       0,*0.9,0.1 (19294)
   590        2:1        2:1       0.2,*0.8,0 (2692)
   591        2:1        2:1       0.1,*0.9,0 (15555)
   592        2:1        2:1       0,*1,0 (13078)
   593        2:1        1:2   +   *0.6,0.3,0.1 (18739)
   594        2:1        2:1       0.3,*0.6,0.1 (16627)
   595        2:1        2:1       0,*1,0 (14454)
   596        2:1        2:1       0.3,*0.6,0.1 (7796)
   597        2:1        1:2   +   *0.5,0.5,0 (12001)
   598        2:1        2:1       0,*1,0 (10673)
   599        2:1        2:1       0,*1,0 (15120)
   600        2:1        2:1       0.1,*0.8,0.1 (12854)
   601        2:1        2:1       0,*1,0 (16989)
   602        2:1        2:1       0,*1,0 (12168)
   603        2:1        2:1       0.1,*0.8,0.1 (2187)
   604        2:1        2:1       0,*0.7,0.3 (19277)
   605        2:1        2:1       0,*0.8,0.2 (6648)
   606        2:1        2:1       0,*1,0 (9742)
   607        2:1        2:1       0,*0.9,0.1 (6987)
   608        2:1        2:1       0.1,*0.5,0.4 (9369)
   609        2:1        2:1       0,*1,0 (7107)
   610        2:1        1:2   +   *0.6,0.4,0 (7053)
   611        2:1        2:1       0.3,*0.5,0.2 (19188)
   612        2:1        2:1       0,*1,0 (2217)
   613        2:1        2:1       0,*1,0 (4354)
   614        2:1        2:1       0,*1,0 (12453)
   615        2:1        2:1       0.2,*0.8,0 (17013)
   616        2:1        2:1       0,*0.9,0.1 (8784)
   617        2:1        2:1       0,*1,0 (14549)
   618        2:1        2:1       0.2,*0.8,0 (8512)
   619        2:1        2:1       0,*0.9,0.1 (8414)
   620        2:1        2:1       0.1,*0.6,0.3 (3326)
   621        2:1        2:1       0,*1,0 (16222)
   622        2:1        2:1       0,*0.9,0.1 (14636)
   623        2:1        2:1       0,*1,0 (15761)
   624        2:1        1:2   +   *0.5,0.2,0.3 (11040)
   625        2:1        2:1       0,*1,0 (9972)
   626        2:1        2:1       0,*0.7,0.3 (19790)
   627        2:1        2:1       0.1,*0.8,0.1 (13270)
   628        2:1        2:1       0,*1,0 (9118)
   629        2:1        2:1       0,*0.9,0.1 (8330)
   630        2:1        2:1       0.1,*0.7,0.2 (17041)
   631        2:1        2:1       0.1,*0.9,0 (19675)
   632        2:1        2:1       0,*1,0 (2300)
   633        2:1        2:1       0,*1,0 (2718)
   634        2:1        2:1       0,*1,0 (8634)
   635        2:1        2:1       0,*1,0 (18048)
   636        2:1        2:1       0,*1,0 (8943)
   637        2:1        2:1       0,*0.9,0.1 (10064)
   638        2:1        2:1       0,*1,0 (11835)
   639        2:1        2:1       0.1,*0.9,0 (14089)
   640        2:1        2:1       0.2,*0.8,0 (10212)
   641        2:1        2:1       0,*1,0 (13056)
   642        2:1        2:1       0.3,*0.7,0 (9068)
   643        2:1        2:1       0,*1,0 (17588)
   644        2:1        2:1       0,*0.8,0.2 (6553)
   645        2:1        2:1       0,*0.9,0.1 (12337)
   646        2:1        3:0   +   0.1,0.4,*0.5 (11246)
   647        2:1        2:1       0.1,*0.9,0 (10295)
   648        2:1        2:1       0,*1,0 (7755)
   649        2:1        2:1       0.1,*0.9,0 (12038)
   650        2:1        2:1       0.2,*0.8,0 (6344)
   651        2:1        2:1       0.1,*0.9,0 (16328)
   652        2:1        2:1       0.1,*0.9,0 (14203)
   653        2:1        2:1       0.1,*0.7,0.2 (6969)
   654        2:1        2:1       0,*0.9,0.1 (9858)
   655        2:1        2:1       0,*0.9,0.1 (5664)
   656        2:1        2:1       0.1,*0.9,0 (16756)
   657        2:1        2:1       0.1,*0.8,0.1 (1574)
   658        2:1        2:1       0.1,*0.7,0.2 (13366)
   659        2:1        2:1       0,*0.8,0.2 (7015)
   660        2:1        2:1       0.1,*0.9,0 (4861)
   661        2:1        2:1       0.2,*0.8,0 (13118)
   662        2:1        2:1       0,*1,0 (4373)
   663        2:1        2:1       0,*1,0 (2883)
   664        2:1        2:1       0,*1,0 (7187)
   665        2:1        2:1       0,*0.7,0.3 (12046)
   666        2:1        2:1       0,*1,0 (17434)
   667        2:1        2:1       0,*1,0 (11774)
   668        2:1        2:1       0,*1,0 (10486)
   669        2:1        2:1       0.2,*0.8,0 (19393)
   670        2:1        2:1       0.1,*0.8,0.1 (13759)
   671        2:1        2:1       0.2,*0.5,0.3 (6712)
   672        2:1        2:1       0,*1,0 (15669)
   673        2:1        2:1       0.2,*0.7,0.1 (15110)
   674        2:1        2:1       0.1,*0.9,0 (11780)
   675        2:1        2:1       0.1,*0.9,0 (14660)
   676        2:1        2:1       0,*1,0 (18975)
   677        2:1        2:1       0.2,*0.7,0.1 (12442)
   678        2:1        2:1       0.2,*0.8,0 (15502)
   679        2:1        2:1       0,*1,0 (4779)
   680        2:1        2:1       0.2,*0.8,0 (11331)
   681        2:1        2:1       0,*0.9,0.1 (7802)
   682        2:1        2:1       0,*1,0 (6947)
   683        2:1        2:1       0,*1,0 (16785)
   684        2:1        2:1       0.1,*0.9,0 (8157)
   685        2:1        2:1       0,*0.7,0.3 (4421)
   686        2:1        2:1       0.1,*0.9,0 (18276)
   687        2:1        2:1       0.2,*0.6,0.2 (5336)
   688        2:1        2:1       0,*1,0 (16057)
   689        2:1        2:1       0,*0.8,0.2 (9991)
   690        2:1        2:1       0.2,*0.5,0.3 (12907)
   691        2:1        1:2   +   *0.4,0.2,0.4 (6539)
   692        2:1        2:1       0,*1,0 (14230)
   693        2:1        2:1       0,*1,0 (7760)
   694        2:1        2:1       0,*1,0 (19318)
   695        2:1        2:1       0.2,*0.8,0 (19180)
   696        2:1        2:1       0,*1,0 (3943)
   697        2:1        2:1       0,*1,0 (14496)
   698        2:1        2:1       0.1,*0.8,0.1 (6661)
   699        2:1        2:1       0.1,*0.9,0 (13086)
   700        2:1        2:1       0.1,*0.6,0.3 (10959)
   701        2:1        2:1       0,*1,0 (14505)
   702        2:1        2:1       0,*0.9,0.1 (12606)
   703        2:1        2:1       0,*1,0 (13916)
   704        2:1        2:1       0,*0.9,0.1 (1131)
   705        2:1        2:1       0.1,*0.9,0 (371)
   706        2:1        2:1       0,*1,0 (18719)
   707        2:1        2:1       0,*0.8,0.2 (14256)
   708        2:1        2:1       0.1,*0.9,0 (18279)
   709        2:1        2:1       0,*0.8,0.2 (17435)
   710        2:1        2:1       0.2,*0.7,0.1 (8550)
   711        2:1        2:1       0,*0.9,0.1 (5188)
   712        2:1        2:1       0.1,*0.9,0 (6941)
   713        2:1        2:1       0.2,*0.6,0.2 (16479)
   714        2:1        2:1       0,*0.9,0.1 (18109)
   715        2:1        2:1       0.1,*0.9,0 (12752)
   716        2:1        2:1       0.2,*0.6,0.2 (18805)
   717        2:1        2:1       0,*0.9,0.1 (3790)
   718        2:1        2:1       0,*1,0 (992)
   719        2:1        2:1       0,*1,0 (13099)
   720        2:1        2:1       0,*1,0 (13831)
   721        2:1        2:1       0,*1,0 (6563)
   722        2:1        2:1       0.2,*0.6,0.2 (11917)
   723        2:1        2:1       0.1,*0.8,0.1 (17126)
   724        2:1        2:1       0,*1,0 (12950)
   725        2:1        2:1       0,*1,0 (16827)
   726        2:1        2:1       0,*1,0 (15171)
   727        2:1        1:2   +   *0.5,0.5,0 (4713)
   728        2:1        2:1       0.3,*0.4,0.3 (4753)
   729        2:1        2:1       0,*1,0 (8101)
   730        2:1        2:1       0.1,*0.6,0.3 (9295)
   731        2:1        2:1       0,*1,0 (13870)
   732        2:1        2:1       0,*1,0 (13153)
   733        2:1        2:1       0,*1,0 (8700)
   734        2:1        2:1       0.4,*0.5,0.1 (3026)
   735        2:1        2:1       0,*1,0 (565)
   736        2:1        2:1       0.1,*0.9,0 (3796)
   737        2:1        2:1       0,*1,0 (1339)
   738        2:1        2:1       0.2,*0.5,0.3 (17272)
   739        2:1        2:1       0.1,*0.8,0.1 (18552)
   740        2:1        2:1       0.4,*0.5,0.1 (14358)
   741        2:1        2:1       0,*1,0 (8733)
   742        2:1        2:1       0.1,*0.8,0.1 (13968)
   743        2:1        2:1       0,*1,0 (18128)
   744        2:1        2:1       0,*0.7,0.3 (14570)
   745        2:1        2:1       0,*1,0 (9658)
   746        2:1        2:1       0.1,*0.7,0.2 (399)
   747        2:1        2:1       0.1,*0.5,0.4 (6986)
   748        2:1        2:1       0.1,*0.9,0 (16216)
   749        2:1        2:1       0,*1,0 (17416)
   750        2:1        2:1       0.1,*0.8,0.1 (1505)
   751        2:1        1:2   +   *0.6,0.4,0 (7053)
   752        2:1        2:1       0,*1,0 (15960)
   753        2:1        2:1       0.1,*0.7,0.2 (3338)
   754        2:1        2:1       0.1,*0.9,0 (9689)
   755        2:1        2:1       0,*1,0 (17269)
   756        2:1        2:1       0.4,*0.6,0 (1383)
   757        2:1        2:1       0,*1,0 (3587)
   758        2:1        2:1       0.1,*0.8,0.1 (17857)
   759        2:1        2:1       0.1,*0.8,0.1 (16566)
   760        2:1        2:1       0,*0.9,0.1 (16956)
   761        2:1        2:1       0,*0.6,0.4 (6659)
   762        2:1        2:1       0,*1,0 (16387)
   763        2:1        2:1       0.2,*0.7,0.1 (8111)
   764        2:1        2:1       0.1,*0.9,0 (4892)
   765        2:1        2:1       0.4,*0.6,0 (1872)
   766        2:1        2:1       0.1,*0.9,0 (12917)
   767        2:1        2:1       0.1,*0.9,0 (2363)
   768        2:1        2:1       0.1,*0.8,0.1 (7615)
   769        2:1        2:1       0.1,*0.9,0 (8311)
   770        2:1        2:1       0,*0.9,0.1 (20019)
   771        2:1        2:1       0,*1,0 (19814)
   772        2:1        2:1       0,*0.9,0.1 (7658)
   773        2:1        2:1       0,*1,0 (4952)
   774        2:1        2:1       0,*0.8,0.2 (1228)
   775        2:1        2:1       0.1,*0.5,0.4 (2136)
   776        2:1        2:1       0.1,*0.9,0 (8845)
   777        2:1        2:1       0.2,*0.7,0.1 (17278)
   778        2:1        2:1       0,*0.9,0.1 (8396)
   779        2:1        2:1       0,*1,0 (9197)
   780        2:1        2:1       0,*0.7,0.3 (11818)
   781        2:1        2:1       0,*1,0 (2121)
   782        2:1        2:1       0,*0.9,0.1 (17872)
   783        2:1        2:1       0.1,*0.9,0 (1785)
   784        2:1        2:1       0,*0.9,0.1 (17257)
   785        2:1        2:1       0.2,*0.7,0.1 (12951)
   786        2:1        2:1       0,*1,0 (12977)
   787        2:1        2:1       0.1,*0.9,0 (15526)
   788        2:1        2:1       0,*1,0 (13062)
   789        2:1        2:1       0,*1,0 (6433)
   790        2:1        2:1       0,*1,0 (832)
   791        2:1        2:1       0,*1,0 (19320)
   792        2:1        2:1       0.4,*0.5,0.1 (17841)
   793        2:1        2:1       0,*0.8,0.2 (7426)
   794        2:1        2:1       0.1,*0.9,0 (13358)
   795        2:1        2:1       0,*0.8,0.2 (5141)
   796        2:1        2:1       0,*0.6,0.4 (5108)
   797        2:1        2:1       0,*0.8,0.2 (18323)
   798        2:1        2:1       0.1,*0.7,0.2 (13341)
   799        2:1        2:1       0,*0.8,0.2 (19653)
   800        2:1        2:1       0.1,*0.5,0.4 (6986)
   801        2:1        2:1       0.1,*0.9,0 (10467)
   802        2:1        2:1       0.1,*0.8,0.1 (12854)
   803        2:1        2:1       0,*1,0 (13365)
   804        2:1        2:1       0.1,*0.9,0 (3852)
   805        2:1        1:2   +   *0.5,0.4,0.1 (7226)
   806        2:1        2:1       0,*1,0 (8862)
   807        2:1        2:1       0,*1,0 (12010)
   808        2:1        2:1       0,*0.8,0.2 (15949)
   809        2:1        2:1       0.1,*0.8,0.1 (744)
   810        2:1        2:1       0,*0.9,0.1 (5406)
   811        2:1        2:1       0.1,*0.8,0.1 (6384)
   812        2:1        2:1       0,*0.8,0.2 (15368)
   813        2:1        2:1       0,*1,0 (17969)
   814        2:1        2:1       0,*0.9,0.1 (3310)
   815        2:1        2:1       0.1,*0.9,0 (16281)
   816        2:1        2:1       0.2,*0.8,0 (789)
   817        2:1        2:1       0.1,*0.9,0 (2593)
   818        2:1        2:1       0,*1,0 (9070)
   819        2:1        2:1       0,*1,0 (1856)
   820        2:1        2:1       0,*1,0 (14014)
   821        2:1        2:1       0,*0.9,0.1 (12164)
   822        2:1        2:1       0.1,*0.9,0 (17990)
   823        2:1        2:1       0,*1,0 (16814)
   824        2:1        2:1       0,*0.9,0.1 (10591)
   825        2:1        2:1       0,*1,0 (10587)
   826        2:1        2:1       0,*1,0 (10792)
   827        2:1        2:1       0.1,*0.9,0 (6393)
   828        2:1        1:2   +   *0.8,0.2,0 (6173)
   829        2:1        2:1       0,*1,0 (17472)
   830        2:1        2:1       0,*0.9,0.1 (16119)
   831        2:1        2:1       0,*1,0 (10639)
   832        2:1        2:1       0.2,*0.8,0 (17460)
   833        2:1        2:1       0.3,*0.6,0.1 (16783)
   834        2:1        2:1       0,*1,0 (15563)
   835        2:1        2:1       0,*1,0 (684)
   836        2:1        2:1       0,*1,0 (17085)
   837        2:1        2:1       0,*0.8,0.2 (17548)
   838        2:1        2:1       0,*1,0 (1474)
   839        2:1        2:1       0,*1,0 (1830)
   840        2:1        2:1       0,*1,0 (16926)
   841        2:1        2:1       0.2,*0.8,0 (1975)
   842        2:1        2:1       0.2,*0.5,0.3 (7190)
   843        2:1        2:1       0.1,*0.9,0 (1229)
   844        2:1        2:1       0.1,*0.7,0.2 (6785)
   845        2:1        2:1       0.1,*0.9,0 (4960)
   846        2:1        2:1       0,*1,0 (13248)
   847        2:1        2:1       0.1,*0.5,0.4 (8070)
   848        2:1        2:1       0,*1,0 (15388)
   849        2:1        2:1       0.1,*0.9,0 (2236)
   850        2:1        2:1       0,*1,0 (6593)
   851        2:1        2:1       0,*1,0 (7351)
   852        2:1        2:1       0,*0.6,0.4 (19431)
   853        2:1        2:1       0.3,*0.4,0.3 (6533)
   854        2:1        2:1       0,*1,0 (19605)
   855        2:1        2:1       0.2,*0.8,0 (8684)
   856        2:1        2:1       0,*1,0 (2407)
   857        2:1        2:1       0,*1,0 (15533)
   858        2:1        2:1       0.3,*0.7,0 (12026)
   859        2:1        2:1       0,*1,0 (19148)
   860        2:1        2:1       0,*1,0 (6487)
   861        2:1        2:1       0.3,*0.6,0.1 (126)
   862        2:1        1:2   +   *0.4,0.4,0.2 (19195)
   863        2:1        2:1       0,*1,0 (14385)
   864        2:1        2:1       0.1,*0.6,0.3 (1392)
   865        2:1        2:1       0.2,*0.7,0.1 (13312)
   866        2:1        2:1       0.1,*0.7,0.2 (16635)
   867        2:1        2:1       0,*0.9,0.1 (8410)
   868        2:1        2:1       0.2,*0.7,0.1 (1740)
   869        2:1        2:1       0,*0.7,0.3 (6714)
   870        2:1        2:1       0.1,*0.8,0.1 (17258)
   871        2:1        2:1       0.1,*0.7,0.2 (20163)
   872        2:1        2:1       0,*1,0 (9705)
   873        2:1        2:1       0,*1,0 (15855)
   874        2:1        2:1       0,*1,0 (6424)
   875        2:1        2:1       0.1,*0.9,0 (9706)
   876        2:1        2:1       0,*1,0 (19598)
   877        2:1        2:1       0.1,*0.9,0 (7033)
   878        2:1        2:1       0,*0.9,0.1 (11212)
   879        2:1        2:1       0,*1,0 (8162)
   880        2:1        2:1       0.1,*0.9,0 (11907)
   881        2:1        2:1       0.1,*0.9,0 (7634)
   882        2:1        2:1       0,*1,0 (16257)
   883        2:1        1:2   +   *0.5,0.3,0.2 (3304)
   884        2:1        2:1       0,*1,0 (10659)
   885        2:1        2:1       0,*1,0 (19527)
   886        2:1        2:1       0,*1,0 (9628)
   887        2:1        2:1       0.1,*0.9,0 (7298)
   888        2:1        2:1       0,*1,0 (9622)
   889        2:1        2:1       0.1,*0.9,0 (9121)
   890        2:1        2:1       0,*1,0 (3464)
   891        2:1        2:1       0.3,*0.6,0.1 (15797)
   892        2:1        2:1       0.1,*0.9,0 (13492)
   893        2:1        2:1       0,*1,0 (7326)
   894        2:1        2:1       0.1,*0.8,0.1 (5971)
   895        2:1        2:1       0.2,*0.6,0.2 (3237)
   896        2:1        2:1       0.1,*0.7,0.2 (12667)
   897        2:1        2:1       0,*1,0 (12106)
   898        2:1        2:1       0,*1,0 (19308)
   899        2:1        3:0   +   0.1,0.4,*0.5 (17921)
   900        2:1        2:1       0.1,*0.9,0 (9988)
   901        2:1        2:1       0.1,*0.9,0 (12914)
   902        2:1        2:1       0,*1,0 (9131)
   903        2:1        2:1       0,*1,0 (12431)
   904        2:1        3:0   +   0.4,0,*0.6 (6994)
   905        2:1        2:1       0.2,*0.8,0 (7922)
   906        2:1        2:1       0,*1,0 (7496)
   907        2:1        2:1       0.2,*0.8,0 (18756)
   908        2:1        2:1       0,*0.6,0.4 (19670)
   909        2:1        2:1       0,*1,0 (9244)
   910        2:1        2:1       0,*1,0 (5932)
   911        2:1        2:1       0,*0.5,0.5 (17942)
   912        2:1        2:1       0.3,*0.7,0 (11602)
   913        2:1        2:1       0,*0.9,0.1 (14224)
   914        2:1        2:1       0.1,*0.9,0 (9247)
   915        2:1        2:1       0,*0.9,0.1 (651)
   916        2:1        2:1       0,*1,0 (9300)
   917        2:1        2:1       0,*0.9,0.1 (18966)
   918        2:1        2:1       0.1,*0.5,0.4 (15424)
   919        2:1        2:1       0,*0.9,0.1 (6432)
   920        2:1        2:1       0.1,*0.5,0.4 (15417)
   921        2:1        2:1       0.2,*0.8,0 (9176)
   922        2:1        2:1       0.1,*0.9,0 (12917)
   923        2:1        2:1       0,*0.8,0.2 (10463)
   924        2:1        2:1       0,*1,0 (1445)
   925        2:1        2:1       0,*1,0 (19606)
   926        2:1        2:1       0,*0.8,0.2 (18407)
   927        2:1        2:1       0,*1,0 (1551)
   928        2:1        2:1       0,*1,0 (6667)
   929        2:1        2:1       0,*0.8,0.2 (1542)
   930        2:1        2:1       0,*1,0 (11323)
   931        2:1        2:1       0.1,*0.8,0.1 (3799)
   932        2:1        2:1       0,*0.9,0.1 (5664)
   933        2:1        2:1       0.3,*0.7,0 (12554)
   934        2:1        2:1       0.2,*0.6,0.2 (8478)
   935        2:1        2:1       0,*1,0 (17916)
   936        2:1        2:1       0,*1,0 (14623)
   937        2:1        2:1       0,*0.9,0.1 (3790)
   938        2:1        2:1       0,*0.8,0.2 (15848)
   939        2:1        2:1       0,*1,0 (3829)
   940        2:1        3:0   +   0,0.2,*0.8 (5509)
   941        2:1        2:1       0,*1,0 (16012)
   942        2:1        2:1       0,*1,0 (17705)
   943        2:1        2:1       0,*0.8,0.2 (7424)
   944        2:1        2:1       0,*0.9,0.1 (9693)
   945        2:1        2:1       0,*1,0 (18090)
   946        2:1        2:1       0.3,*0.6,0.1 (8808)
   947        2:1        2:1       0,*1,0 (16368)
   948        2:1        2:1       0.1,*0.8,0.1 (16700)
   949        2:1        2:1       0,*1,0 (13004)
   950        2:1        2:1       0,*1,0 (5098)
   951        2:1        2:1       0.2,*0.7,0.1 (13247)
   952        2:1        2:1       0,*0.9,0.1 (16093)
   953        2:1        2:1       0,*1,0 (19107)
   954        2:1        2:1       0.2,*0.8,0 (19660)
   955        2:1        2:1       0,*1,0 (1544)
   956        2:1        2:1       0,*1,0 (5947)
   957        2:1        2:1       0.1,*0.8,0.1 (16629)
   958        2:1        2:1       0.2,*0.8,0 (13527)
   959        2:1        2:1       0,*1,0 (13646)
   960        2:1        2:1       0,*1,0 (15541)
   961        2:1        2:1       0,*1,0 (1101)
   962        2:1        2:1       0.2,*0.8,0 (14748)
   963        2:1        2:1       0.1,*0.9,0 (12786)
   964        2:1        2:1       0,*1,0 (12221)
   965        2:1        2:1       0.1,*0.9,0 (1541)
   966        2:1        1:2   +   *0.6,0.4,0 (17789)
   967        2:1        2:1       0,*0.6,0.4 (3009)
   968        2:1        2:1       0.2,*0.8,0 (15260)
   969        2:1        2:1       0,*0.9,0.1 (7606)
   970        2:1        2:1       0,*1,0 (17190)
   971        2:1        2:1       0,*1,0 (16713)
   972        2:1        2:1       0,*1,0 (9142)
   973        2:1        2:1       0.1,*0.6,0.3 (16005)
   974        2:1        2:1       0.2,*0.8,0 (7942)
   975        2:1        2:1       0,*1,0 (16035)
   976        2:1        2:1       0.3,*0.7,0 (2814)
   977        2:1        2:1       0.1,*0.8,0.1 (13411)
   978        2:1        2:1       0.1,*0.9,0 (2471)
   979        2:1        2:1       0.3,*0.7,0 (10213)
   980        2:1        3:0   +   0,0.4,*0.6 (2335)
   981        2:1        2:1       0,*1,0 (6290)
   982        2:1        2:1       0.1,*0.9,0 (6790)
   983        2:1        2:1       0.3,*0.7,0 (12295)
   984        2:1        2:1       0,*0.9,0.1 (606)
   985        2:1        2:1       0.2,*0.8,0 (4137)
   986        2:1        2:1       0.1,*0.8,0.1 (18635)
   987        2:1        2:1       0.2,*0.8,0 (8059)
   988        2:1        2:1       0.1,*0.8,0.1 (4017)
   989        2:1        2:1       0,*1,0 (18679)
   990        2:1        2:1       0.1,*0.7,0.2 (8702)
   991        2:1        1:2   +   *0.7,0.1,0.2 (14512)
   992        2:1        2:1       0,*1,0 (2874)
   993        2:1        2:1       0.4,*0.6,0 (5928)
   994        2:1        2:1       0,*1,0 (14415)
   995        2:1        2:1       0.2,*0.8,0 (9453)
   996        2:1        2:1       0.1,*0.9,0 (9191)
   997        2:1        2:1       0,*0.9,0.1 (13036)
   998        2:1        2:1       0,*0.9,0.1 (15018)
   999        2:1        2:1       0.2,*0.7,0.1 (7753)
  1000        2:1        2:1       0.1,*0.8,0.1 (5956)
  1001        2:1        2:1       0.2,*0.8,0 (7733)
  1002        2:1        2:1       0,*1,0 (10433)
  1003        2:1        2:1       0.1,*0.8,0.1 (18107)
  1004        2:1        2:1       0,*1,0 (13711)
  1005        2:1        2:1       0,*1,0 (17472)
  1006        2:1        2:1       0,*1,0 (6080)
  1007        2:1        2:1       0.1,*0.7,0.2 (17251)
  1008        2:1        2:1       0,*1,0 (1099)
  1009        2:1        2:1       0.1,*0.9,0 (18496)
  1010        2:1        2:1       0,*1,0 (10522)
  1011        2:1        2:1       0,*1,0 (1036)
  1012        2:1        2:1       0,*1,0 (9036)
  1013        2:1        2:1       0.2,*0.5,0.3 (526)
  1014        2:1        2:1       0,*1,0 (13839)
  1015        2:1        2:1       0,*0.8,0.2 (19458)
  1016        2:1        2:1       0,*0.8,0.2 (13134)
  1017        2:1        2:1       0,*1,0 (16)
  1018        2:1        2:1       0,*1,0 (8565)
  1019        2:1        2:1       0,*0.7,0.3 (6249)
  1020        2:1        2:1       0,*1,0 (8289)
  1021        2:1        2:1       0.1,*0.8,0.1 (11652)
  1022        2:1        2:1       0,*1,0 (15752)
  1023        2:1        2:1       0,*1,0 (15114)
  1024        2:1        2:1       0,*1,0 (285)
  1025        2:1        2:1       0.2,*0.8,0 (19221)
  1026        2:1        2:1       0,*1,0 (7156)
  1027        2:1        2:1       0,*0.9,0.1 (5289)
  1028        2:1        1:2   +   *0.5,0.5,0 (4732)
  1029        2:1        2:1       0,*0.8,0.2 (15323)
  1030        2:1        2:1       0.2,*0.8,0 (19147)
  1031        2:1        2:1       0,*1,0 (3484)
  1032        2:1        2:1       0.1,*0.9,0 (19842)
  1033        2:1        2:1       0.2,*0.7,0.1 (12696)
  1034        2:1        2:1       0,*1,0 (9699)
  1035        2:1        2:1       0,*1,0 (16067)
  1036        2:1        2:1       0,*0.8,0.2 (9328)
  1037        2:1        2:1       0,*0.9,0.1 (17252)
  1038        2:1        2:1       0,*0.9,0.1 (17005)
  1039        2:1        2:1       0,*1,0 (15434)
  1040        2:1        1:2   +   *0.6,0.4,0 (9849)
  1041        2:1        2:1       0,*1,0 (7144)
  1042        2:1        2:1       0,*1,0 (13097)
  1043        2:1        2:1       0.1,*0.8,0.1 (4722)
  1044        2:1        2:1       0.2,*0.8,0 (6376)
  1045        2:1        2:1       0,*1,0 (4036)
  1046        2:1        2:1       0.1,*0.9,0 (12061)
  1047        2:1        2:1       0,*1,0 (15831)
  1048        2:1        2:1       0.1,*0.8,0.1 (19343)
  1049        2:1        2:1       0,*1,0 (13423)
  1050        2:1        2:1       0,*1,0 (20054)
  1051        2:1        2:1       0.1,*0.8,0.1 (2375)
  1052        2:1        2:1       0,*0.9,0.1 (11170)
  1053        2:1        2:1       0,*0.9,0.1 (9104)
  1054        2:1        2:1       0,*1,0 (10068)
  1055        2:1        2:1       0.1,*0.8,0.1 (548)
  1056        2:1        2:1       0,*0.7,0.3 (15273)
  1057        2:1        2:1       0,*0.9,0.1 (7810)
  1058        2:1        2:1       0.1,*0.9,0 (4805)
  1059        2:1        2:1       0,*0.8,0.2 (19304)
  1060        2:1        2:1       0.1,*0.9,0 (10645)
  1061        2:1        2:1       0,*1,0 (6809)
  1062        2:1        2:1       0,*1,0 (195)
  1063        2:1        2:1       0.2,*0.7,0.1 (16086)
  1064        2:1        2:1       0.1,*0.9,0 (8936)
  1065        2:1        2:1       0,*0.8,0.2 (11603)
  1066        2:1        2:1       0.2,*0.6,0.2 (20100)
  1067        2:1        2:1       0.1,*0.6,0.3 (11593)
  1068        2:1        2:1       0,*1,0 (14159)
  1069        2:1        2:1       0.1,*0.8,0.1 (2770)
  1070        2:1        2:1       0.2,*0.7,0.1 (1146)
  1071        2:1        2:1       0,*0.8,0.2 (2054)
  1072        2:1        2:1       0,*1,0 (15687)
  1073        2:1        1:2   +   *0.5,0.3,0.2 (18515)
  1074        2:1        2:1       0,*1,0 (10919)
  1075        2:1        2:1       0,*0.6,0.4 (17824)
  1076        2:1        2:1       0,*1,0 (18386)
  1077        2:1        2:1       0,*1,0 (17342)
  1078        2:1        2:1       0,*1,0 (6121)
  1079        2:1        2:1       0.2,*0.8,0 (8956)
  1080        2:1        2:1       0,*1,0 (1563)
  1081        2:1        2:1       0,*0.9,0.1 (46)
  1082        2:1        2:1       0,*1,0 (17935)
  1083        2:1        2:1       0.1,*0.8,0.1 (16380)
  1084        2:1        2:1       0,*1,0 (6463)
  1085        2:1        2:1       0,*1,0 (13097)
  1086        2:1        2:1       0,*0.7,0.3 (16918)
  1087        2:1        2:1       0,*1,0 (19005)
  1088        2:1        2:1       0.2,*0.8,0 (19660)
  1089        2:1        2:1       0,*1,0 (10994)
  1090        2:1        2:1       0.1,*0.9,0 (8683)
  1091        2:1        2:1       0,*1,0 (17813)
  1092        2:1        2:1       0.1,*0.9,0 (6254)
  1093        2:1        2:1       0,*1,0 (10812)
  1094        2:1        2:1       0,*1,0 (7067)
  1095        2:1        2:1       0.2,*0.7,0.1 (6883)
  1096        2:1        2:1       0,*1,0 (3348)
  1097        2:1        2:1       0,*1,0 (10569)
  1098        2:1        2:1       0,*0.7,0.3 (17745)
  1099        2:1        2:1       0,*1,0 (960)
  1100        2:1        2:1       0.3,*0.7,0 (5452)
  1101        2:1        2:1       0.1,*0.8,0.1 (17805)
  1102        2:1        2:1       0,*1,0 (2845)
  1103        2:1        2:1       0.2,*0.8,0 (3202)
  1104        2:1        2:1       0.2,*0.8,0 (18729)
