161282	2952
421383	1396
99330	38
267776	1048
383491	4
286221	407
401418	389
52750	-1
408072	680
396823	35
24082	44
352785	143
397842	33
443410	-1
334864	248
259093	18
28698	47
298520	993
111653	3
217126	-1
329248	4
304174	205
55349	1080
283697	1564
27194	9
178744	1505
256574	1
317497	991
339000	1
394296	115
52801	-1
75843	111
113731	228
263751	2430
31300	1
80455	83
36427	93
266831	1889
152142	1683
239695	2
321608	7
261198	305
279124	60
437847	274
125013	22
256087	60
298066	2814
66646	2140
243284	-1
267358	1
434269	6
13916	59
303705	2
43103	117
13921	-1
133731	2523
434791	-1
38499	213
305255	1
462948	-1
440930	472
290913	225
64108	8504
422506	9476
341109	91
47731	25
299127	1856
28277	2085
465521	-1
194175	174
297593	2076
22655	54
88195	3546
421506	829
395919	1
492173	7075
432781	40
374920	20
437398	3988
425109	48
416401	1
285852	1713
228506	8
304792	1012
369319	1
167590	-1
91306	29
252591	49
338089	1033
272567	1036
141492	13
63675	-1
297663	8
278201	2324
301242	3796
286406	474
49352	-1
393932	1
67274	8652
338638	121
30412	74
244431	-1
289992	337
249549	-1
24271	5037
185043	-1
378068	2
303313	83
108247	478
41688	6
391389	3
262877	20
306392	174
309977	1
427227	86
42208	730
121057	5
333541	2
416998	1
195808	3
372973	-1
297709	219
150249	-1
491756	81
442614	2893
120560	58
262389	584
58098	-1
388342	24
338673	1
84724	124
308978	3
263935	7253
316155	744
12044	89
370952	975
331028	32
81172	3606
416016	1
124182	240
335132	525
46875	1424
185113	3
304927	14
306970	1
296229	431
228641	943
264999	3875
45349	2
267554	19
271139	3541
9517	4255
311603	21
100155	42
153912	2489
333631	-1
165689	-1
264504	346
398648	15
143171	100
297280	295
232773	210
239940	1
296781	21
296782	1
129354	4980
466252	746
88397	11
330057	34
287049	164
342858	-1
248659	1
259413	135
300901	4523
287078	43
53603	-1
267616	1650
172388	1399
246635	4
252779	71
275308	991
419692	2
262511	6079
321385	5
331115	1739
294763	2426
70005	451
340338	89
288121	1
224132	1091
77193	75
201096	5
422792	8
342410	5
320916	344
202129	-1
266646	3
335249	297
51093	1
82839	-1
390546	1262
215448	111
62878	606
362404	56
358823	3
17317	77
63400	-1
279981	5027
79793	1
318388	15
186291	105
251824	1535
224183	12
294322	1536
274364	114
13243	1
70079	-1
243147	52
354766	1166
306646	116
49619	-1
320983	1659
387536	-1
153044	1
233941	3
255449	1
255448	70
251356	630
377318	14
272366	18
68586	157
261100	6
51187	163
14837	148
201718	5567
314354	1303
460799	8636
47097	3421
432125	2
252415	98
364539	377
411641	69
