1281	8
1794	11
4611	1
1284	172
1796	122
1797	47
1816	66
1304	2
1562	-1
1435	61
1691	3
4895	1
4897	126
5025	1
4900	383
1573	3
4645	167
4902	13
1703	73
4903	314
1704	215
5032	1
5170	1
5043	248
3892	108
5044	4
1333	2
4917	70
5046	-1
4919	79
1847	7
5047	-1
1336	4
5048	2
3897	282
5049	32
4922	1
1339	-1
5180	2
1469	49
1597	3
1725	1
1727	2160
5055	4
5056	873
1604	-1
5189	1
1863	3
1608	-1
1609	504
1611	174
1741	80
1615	98
4943	3583
3536	394
4944	39
1619	1
5204	5
1367	930
5207	17
1626	24
4955	1
5211	12
1631	2
5088	16
1504	7
5219	1590
1636	388
2405	1
1638	10
1004	62
1519	1641
2415	29
1395	2597
1277	2250
1662	-1
