Extending	0.415951295646011	0.10965809260425372
internal	0.39115526237462983	0.12959874896105478
Builder	0.5888424387312781	0.820109852254855
Internal	0.41431027126948256	0.12959874896105478
John	0.4224089037107719	0.8424153618899288
type	0.351731138171289	0.38770158738571925
java	0.3821184866309022	0.889354628679312
problem	0.3717268767342978	0.9671537655621725
Bug	0.2438126145026146	0.8205341357758845
InternalBuilder	0.412812387972959	0.8832220621945144
events	0.4087429100422287	1.0
add	0.42703869501659575	0.12156262871657082
Incremental	0.4067104879967583	0.38316020869012457
Usage	0.3825936898602336	0.7156340060360195
comments	0.42460765245885695	0.9040094752769534
set	0.3835677727423744	0.10540778316205258
org	0.8412974403088256	0.7364186021235559
src	0.35447757304639677	0.6073282228339111
IncrementalProjectBuilder	0.40490228035114445	0.7822968045385031
resources	0.509781711198293	0.9388130077628163
eclipse	0.3604613610325731	0.45721822004365265
core	0.5309147932278321	0.5406276209745613
Project	0.4067104879967583	0.5965940129152408
API	1.0	0.8570801537800056
Problem	0.40918276091218075	0.8692730123342587
problems	0.3730515912989474	0.5545921950845207
